	GSM8343538	GSM8343539	GSM8343540	GSM8343541	GSM8343542	GSM8343543
7994	3730	8616	7713	10313	10425	9031
105379393	84	67	72	83	104	76
107986939	31	57	37	44	53	35
10947	1055	1706	2074	2147	2396	1992
5327	231	826	720	782	1046	966
3551	712	1135	1310	1244	1270	1095
105379395	82	87	79	45	79	84
5423	245	1292	1554	1853	2137	1315
27121	21	10	24	32	102	51
7419	1648	5135	5795	6088	7840	5620
6575	1337	1307	1870	1712	1986	1707
114926	488	911	1167	1203	1338	1046
55145	127	495	605	622	742	560
81790	594	989	1441	1429	1452	1208
100616115	53	6	12	12	13	16
84376	7867	8052	7461	9496	8804	8352
2339	510	1964	2601	2672	2966	2181
84197	2614	2000	2083	2437	2516	1861
138050	930	1927	2343	2568	2588	1787
389652	0	1	68	52	32	16
100287846	37	59	5	9	17	3
23514	1335	2406	2913	3083	3322	2776
107986940	39	43	27	39	23	38
1052	61	21	38	22	39	63
5591	15919	46597	62448	59507	67127	58227
105375818	113	139	131	107	103	160
4173	6561	11134	14384	12448	16015	13335
7336	918	3649	4207	4591	5135	4049
105375822	10	9	13	11	15	3
112268027	11	21	20	12	39	24
79645	95	180	266	285	226	146
105375825	7	21	14	22	23	16
6591	55	317	1170	1450	2396	2167
107986942	1	3	7	13	21	14
54212	61	134	21	46	104	401
105375829	0	16	7	5	11	82
137902	44	60	80	116	118	92
105375833	29	9	19	5	11	3
115294	651	1791	2632	2519	2117	1819
102724330	587	499	713	638	675	561
9705	631	1947	1018	1290	1163	463
101929341	5	28	16	10	9	5
9821	2450	5587	6749	7478	6730	5388
105375835	22	32	10	26	27	18
105375836	12	34	16	19	37	32
4986	380	1148	101	146	221	216
100507516	116	170	152	127	164	164
51606	566	1108	1234	1266	1502	1028
8601	756	1176	328	495	633	841
6917	1644	5112	5985	6132	6705	5553
105375839	47	58	34	76	29	40
10434	786	3095	3987	4279	4734	3967
29088	1224	1778	2479	2193	2755	1992
114786	448	1112	290	688	776	382
105375844	51	79	20	64	42	40
100133234	40	30	5	35	13	12
105375846	2	4	16	17	15	6
137695	434	1059	1037	1092	1146	882
96764	730	2603	2987	3039	3268	2713
4067	185	442	1406	1149	1095	453
6224	7602	21639	28321	25953	32054	19958
26795	62	69	77	98	88	61
105375847	1	6	5	24	14	9
5324	272	1273	1888	1888	1689	1492
79145	615	1005	1251	1264	1288	936
54928	1979	4894	4833	5694	6051	4946
90362	567	903	1752	1547	1767	1094
137886	1318	4613	5224	5265	5192	3813
6386	1456	6269	7121	7541	8387	5222
8439	457	1320	1553	1717	2031	1639
9760	1869	3357	847	1309	1964	2236
100505501	279	509	232	293	406	364
767	199	212	240	340	327	183
105375864	14	25	31	32	24	48
100505532	20	31	36	49	39	37
5862	716	3628	3846	4541	5249	3636
55636	14066	24302	28658	33046	32843	26823
105375938	13	18	18	35	27	13
157807	114	385	536	522	489	249
105375870	29	40	61	42	34	20
444	2100	3530	4736	4531	4498	4314
105375871	2	10	0	3	14	8
286183	778	1233	516	767	759	782
643763	574	1635	537	910	967	974
107986946	17	43	44	31	30	22
8836	577	1697	1631	1651	1868	1428
7274	93	67	111	95	69	45
101410533	68	41	39	51	49	47
253943	1005	5332	6585	7360	7136	5656
105375873	3	12	9	14	18	7
105375876	6	35	25	29	34	52
286184	100	112	78	58	96	237
102724623	72	206	156	176	217	439
105375877	17	55	40	41	56	122
100130155	2961	5357	3855	4784	4981	4635
406908	41	72	50	77	66	54
27319	99	91	20	39	15	13
9420	410	1095	1428	1316	1434	1198
105375879	6	7	12	29	14	7
55156	491	2555	3113	3118	3195	2430
9650	450	1301	1939	1814	1859	1549
5150	1937	3861	5879	5493	5324	4274
107986949	76	60	68	96	83	84
107986948	25	147	160	206	163	131
84675	38	33	31	37	36	17
100189437	32	22	18	15	24	9
1392	53	176	20	29	35	21
102724687	10	68	65	43	81	37
100505676	17	16	23	16	14	20
23212	717	767	558	749	665	751
137872	36	82	110	90	99	80
254778	96	282	9	62	70	80
4603	320	676	654	660	671	779
105375884	21	24	28	22	18	28
80124	642	2375	2299	2671	2589	2139
100533105	74	134	137	137	144	102
56260	297	286	305	387	314	273
23678	54	76	70	76	84	55
157777	255	784	978	968	1093	777
641638	241	898	1143	1084	1300	889
641648	11	92	67	78	95	78
286187	10	34	54	66	55	27
10987	1465	1910	2343	2335	2903	2034
79848	849	2152	1707	1820	1808	1824
10565	2290	4277	4531	4669	5055	4181
102724708	40	65	92	55	83	70
80243	2128	8309	4867	4810	5455	6159
105375888	38	49	37	46	40	52
286189	32	118	4	6	11	12
116328	259	617	62	48	65	63
23213	355	1574	5622	4879	4962	5624
81796	625	899	631	623	509	289
105375889	35	44	44	51	15	14
101929759	13	40	79	60	58	32
10499	2222	5619	6487	7294	7891	6174
23471	768	3896	4918	5241	6248	4464
286190	34	131	182	139	145	155
51110	72	286	402	308	386	335
389668	18	42	52	57	44	51
105375894	1	3	71	82	109	129
2138	33	65	716	1595	2317	2130
107986890	5	12	11	14	14	3
9242	14	23	16	21	26	26
100132891	12	31	31	43	58	81
8989	8	64	121	105	111	515
105375896	34	90	98	108	65	132
392232	39	136	141	156	155	184
105375897	0	4	16	18	8	3
9312	597	989	681	876	849	441
101926908	40	80	58	79	55	64
7013	1208	2607	3492	3454	3712	2688
157869	141	228	318	284	257	269
100130301	27	11	3	12	14	15
6129	6026	20310	28380	28528	37399	24348
157506	353	362	370	775	1223	1457
101926926	9	49	43	61	85	123
100128126	38	29	19	29	43	24
27067	1213	5215	5911	6350	6441	4779
105375902	84	119	128	151	70	134
55284	788	2134	2441	2832	2274	1965
101926947	5	10	17	24	17	5
6921	557	1536	1670	1859	2214	1701
54968	421	766	941	993	1149	806
56704	51	77	138	95	108	72
54332	1019	3868	2812	3916	4063	3001
105375904	20	18	9	12	18	16
441355	10	14	13	19	26	20
51050	27	297	103	176	337	789
83690	1226	4881	4012	4399	5076	4921
105375905	4	6	11	19	20	27
101805492	25	85	142	142	174	206
3174	9	38	36	39	65	28
105375906	0	1	32	36	27	66
102724858	2	4	96	118	150	237
100192378	282	691	390	408	427	253
79776	6359	17557	20532	22657	23354	10349
5828	682	1475	1884	1960	1912	1546
105375911	2	4	11	12	13	9
5569	831	4966	3523	4443	4279	3011
101927003	59	199	192	201	169	131
51101	1325	3653	3161	3107	2901	2488
3574	69	169	87	145	117	108
101241902	26	123	74	71	91	78
105375916	99	304	156	186	167	80
11075	2689	8319	5014	9095	9997	2823
23462	269	569	865	843	731	407
101927067	3	11	20	28	8	5
101927040	11	16	17	22	19	24
28957	261	827	1200	988	1130	820
7163	266	609	655	637	455	224
105375921	4	30	15	12	23	9
65986	3283	6421	6192	6666	6188	5367
619279	2193	4971	5470	6471	6151	5565
55824	332	775	702	854	1276	1006
2171	463	1802	1862	1647	2034	1202
5375	5	10	8	17	10	8
650747	14	9	42	35	15	4
3612	295	1009	1180	1335	1426	1027
347051	31	42	45	35	45	28
79752	192	1097	1437	1470	1427	1247
92421	33	38	125	80	84	27
64089	91	459	540	558	517	392
105375928	72	57	71	44	58	31
138046	93	336	120	442	607	658
105375933	57	115	107	102	89	98
85444	350	1866	1747	1778	2020	1711
102723322	5	29	23	44	35	20
1875	904	1773	2959	2538	2711	2149
401466	232	1723	2392	2265	2535	1795
105375936	13	28	29	18	19	14
377677	82	99	141	150	113	70
759	3	3	21	5	11	4
761	82	284	413	382	368	106
100996348	98	105	151	177	135	76
760	571	607	1342	974	960	396
105375624	76	78	78	95	80	50
11059	1196	1887	2492	2468	2379	1864
51115	1085	2032	2266	2383	2317	1848
8895	1008	4587	5270	5577	5677	4153
54714	2	12	8	9	6	10
4325	1270	5269	6508	7671	8488	8481
105375630	40	40	60	86	66	77
105375629	11	46	57	48	36	55
105375631	19	45	64	84	64	73
112268015	113	170	301	228	182	212
101929709	349	377	496	457	474	371
8767	241	457	687	582	693	537
734	499	1699	2041	2056	2194	1908
4683	667	3235	3757	3700	4422	3475
1666	695	2349	2492	3085	3286	2361
793	244	792	287	486	1153	1095
169200	479	878	1091	984	1009	723
102724670	0	21	17	15	11	5
64168	28	216	229	203	249	178
105375634	17	24	16	20	15	18
100127983	29	121	159	156	114	106
55529	56	733	634	781	798	607
100506365	246	1117	1061	1252	1390	1017
51633	317	941	927	1091	1057	917
100130742	8	27	29	33	21	43
862	1450	1942	1102	1641	1923	1023
286144	254	1063	1173	1232	1297	927
642924	80	66	99	91	90	75
137392	839	2283	2867	2939	2631	2300
389677	4524	6073	7166	7703	7090	6266
55472	174	310	393	372	344	355
105375645	1	3	13	8	7	10
91147	729	1876	2260	2291	2144	1595
54704	1057	2256	1869	2184	2375	1475
1015	3	7	11	6	13	7
2669	51	131	189	188	172	122
25788	804	2410	3261	3108	2844	2418
100861412	436	814	1209	1182	1018	839
25962	1236	4640	5129	5814	5944	5303
101926977	58	49	54	71	78	37
286148	1677	2334	2465	2468	2598	2266
55656	2472	4130	5353	5347	5803	4497
9134	265	985	1011	1029	1311	952
137682	537	1034	1114	1108	979	872
94241	2606	4466	4751	5753	4929	3525
105375650	16	12	9	12	11	8
79666	249	512	386	554	649	556
157657	828	506	491	515	600	453
100616530	9	9	9	13	13	16
392255	45	31	59	82	67	34
7381	1277	4320	4968	5030	5666	3938
101927039	10	39	27	36	46	59
51001	328	969	1233	1168	1347	1060
9791	659	2101	2774	2753	3231	2412
105375652	29	76	77	45	76	56
6383	4765	6085	8354	7586	9487	7141
10404	116	388	333	424	494	415
101927066	0	8	14	14	6	27
105375655	18	24	25	27	34	32
85453	358	740	617	617	600	306
92140	3797	4828	5182	6143	6873	5512
55353	6911	6148	10199	8598	9758	6872
4147	171	308	234	377	557	485
6156	4015	9486	13901	12331	16783	10011
26775	0	33	55	51	48	52
10247	60	600	827	775	861	613
10940	370	1020	1064	1003	1311	1191
79815	121	213	134	211	188	170
3788	18	43	30	37	39	48
6788	446	1161	1473	1359	1454	1408
105375666	40	65	78	101	83	73
107986871	185	245	291	262	280	212
157680	1747	5788	7040	7172	7440	6304
1345	887	2762	3390	3215	3571	2767
26166	38	186	146	112	122	83
286151	58	161	257	206	212	240
5440	322	1330	1698	1699	1921	1333
6674	129	284	309	383	333	210
105375669	36	54	71	45	39	44
105375668	2	16	8	13	14	14
25897	853	1955	1989	2350	2321	1767
157567	493	1224	1401	1506	1612	1132
26986	16575	26329	41860	39850	49539	34155
102466854	99	538	641	946	882	727
7534	14361	46748	48676	54719	59409	43986
105375674	36	57	40	62	43	32
105375675	6	12	10	13	22	6
51123	566	1772	1990	2287	2208	1773
83955	0	23	39	37	34	36
79977	72	142	101	63	58	93
83988	3955	9298	7216	7404	8488	7618
107986963	205	395	295	276	289	383
104054148	95	151	121	110	123	155
50484	208	616	856	928	915	837
101927221	54	45	46	62	57	43
51366	3971	11542	13680	14202	14824	12391
105375683	435	199	248	239	256	195
7071	155	1021	1471	1549	1783	1256
101927245	40	8	17	17	21	22
401472	31	20	23	30	21	19
51582	4064	8989	10928	10722	11073	9205
100506753	164	119	113	105	130	64
528	750	1805	2307	2356	2478	1877
379034	27	165	78	99	120	59
157556	27	60	11	18	32	8
79870	1791	9117	2428	3410	4539	4646
100422992	15	16	2	6	0	6
100499183	67	167	42	72	48	91
105369147	62	214	270	312	297	223
8323	520	1209	1302	1317	1412	1083
109623480	19	17	20	15	24	24
115908	146	534	636	766	769	602
81034	487	1236	1258	1482	1624	1264
25879	872	2723	3535	3174	4322	3058
105375690	659	447	324	363	410	278
9699	1754	2778	2502	3187	2758	2178
105375689	97	102	57	71	45	32
107984007	420	467	368	390	337	348
105375688	250	190	161	183	142	155
105375691	6	6	3	13	11	11
693127	2	5	4	14	11	14
29967	821	2038	2458	2880	2911	2123
23414	790	1464	1079	1719	2183	1744
105375696	47	50	26	50	57	60
102723356	31	68	25	31	51	49
55074	706	1928	2555	2681	2607	1930
105375700	5	23	34	19	22	22
137735	0	22	12	24	24	19
284	133	263	385	173	139	137
340419	13	9	5	5	10	3
3646	1446	7602	12050	11494	12332	9136
105375704	3	9	12	8	10	6
9694	267	883	1104	1129	1113	995
157753	376	872	2511	1970	1612	427
7201	10	37	52	34	22	21
84955	418	1939	2577	2454	2639	2158
56943	2020	3221	4030	3828	4344	2955
93035	27	93	80	99	123	115
9166	144	783	981	959	1168	831
55638	490	1221	319	581	677	543
100132813	21	46	5	3	20	4
114788	263	471	137	371	385	141
105375709	12	17	3	8	20	8
7227	1286	3776	2620	3993	4551	4426
8667	1156	5371	7816	7561	8692	6399
105375713	7	54	34	53	34	36
84294	260	966	909	1036	1076	926
112268030	50	64	48	51	43	51
5885	4118	15624	18444	19520	20755	18305
644660	347	258	332	327	341	285
100500914	147	29	55	48	60	34
441376	20	52	70	92	90	85
169026	0	11	16	20	18	44
105375716	3	8	18	12	13	18
90390	337	403	522	504	501	321
105375721	63	104	71	86	88	64
107986970	17	38	38	31	22	29
2131	1498	3565	5353	5614	6108	3699
109623457	35	19	23	16	12	19
401474	113	434	965	779	686	275
105375724	69	87	217	115	86	40
4982	11	148	378	777	1155	1537
10584	9	9	40	85	55	27
114569	203	399	370	456	417	119
105375726	14	50	56	56	56	23
4856	30	409	44	168	290	149
5168	556	2347	1513	2367	3225	3895
105375727	5	9	3	8	11	17
6873	1229	3151	3406	3462	4184	3200
105375728	79	245	241	236	255	229
79075	729	1497	1567	1426	1654	1471
64798	16	31	30	33	59	42
7373	390	2004	93	154	252	212
28998	581	1109	1578	1427	1649	1220
27085	303	1150	1365	1401	1470	1394
6641	101	161	157	160	200	195
101927543	17	21	16	9	22	16
107986874	25	55	72	44	56	52
3037	31	143	402	1436	3316	4993
594842	16	24	39	116	233	279
105375734	0	3	0	4	14	33
104266958	1	0	3	3	10	40
22882	717	1370	1143	1780	2080	1969
79139	542	2368	2429	2449	2833	2212
93594	346	1339	1635	1577	1588	1510
84933	260	495	598	549	604	454
100533106	210	442	553	492	588	443
11244	627	2029	1995	2407	2395	1746
29028	2317	6968	7278	7483	8135	7985
100500863	2	16	20	26	18	39
693130	2	16	20	26	18	39
105375737	20	9	9	11	8	7
55093	745	1224	1491	1269	1669	1375
114907	42	38	57	74	61	43
105375738	13	24	16	28	13	6
157769	624	2009	2576	2616	2727	1995
654463	31	55	126	111	96	115
157376	2	8	14	12	7	6
157378	790	1653	1775	2210	2128	1807
55039	451	562	675	754	822	528
101927612	160	231	246	209	198	176
11236	444	1586	1719	1778	1878	1447
83940	408	1448	1856	1768	2209	1651
4715	2061	2564	3050	2666	3747	2598
9788	1944	4047	3180	4662	5006	4621
105375740	180	255	223	337	362	263
105375741	9	16	25	21	22	22
137209	2	0	132	85	68	28
105375744	1	0	14	14	5	10
6713	8781	13038	14096	14330	18734	13848
9897	575	2257	3115	3226	3464	3013
286053	283	982	1165	1151	1260	1003
10221	558	901	1318	1047	1307	749
157638	1754	1060	1470	1859	2118	1205
105375751	45	49	64	91	89	56
100750225	7	11	19	14	15	11
101867536	130	269	426	352	432	360
101805488	0	2	10	3	2	11
5462	16	13	18	11	10	10
4609	322	412	538	453	870	644
5820	338	231	368	262	305	320
100302185	14	17	16	16	23	29
641384	86	86	105	103	81	98
100302170	0	11	4	9	18	13
51571	1522	3908	5110	4915	5409	3958
50807	1721	5631	7307	7534	8563	7027
100507117	62	86	59	89	53	86
29065	25	55	84	62	49	84
114	57	64	49	65	92	49
23167	555	1567	2201	2378	2594	2222
3786	308	586	992	520	342	151
107986977	17	23	48	24	12	4
23639	594	716	1074	1137	1009	603
137835	3	21	25	15	17	7
51105	2133	4944	4355	5319	5835	4522
7038	12	9	14	11	15	7
8840	0	1	18	37	37	52
10397	172	202	439	438	448	202
6482	761	852	1107	1501	1926	1258
57623	279	644	739	746	845	640
594840	2	40	47	50	83	39
102723694	434	994	1079	1072	1052	1037
101927872	86	67	82	108	154	128
10656	505	1279	1405	1984	2654	2103
107986980	5	24	15	41	17	5
51059	92	192	108	223	292	247
169044	1393	356	558	557	421	353
51305	14	28	14	19	11	18
83696	1483	2063	1986	2193	2270	1662
107986981	138	177	179	149	107	161
105375781	12	26	16	17	9	9
359809	249	98	63	48	61	45
105375779	19	37	23	40	23	30
54108	885	1385	1480	1770	1894	1487
27161	5624	11619	11713	14289	13920	12233
107986982	403	276	172	191	172	285
5747	4718	10171	12925	12745	13758	11594
442893	16	9	19	30	17	20
101927963	22	31	22	27	18	14
22898	179	283	407	392	346	291
105375785	52	73	112	126	105	117
57210	739	1053	1533	1870	1942	1815
105375787	12	38	47	54	59	58
11156	835	660	820	653	693	477
203062	1229	603	622	603	576	468
575	787	565	426	380	422	272
23237	88	196	21	48	50	31
8629	3765	2926	2330	3100	2787	2892
100288181	8	16	27	22	25	20
51337	570	310	679	514	467	353
111188157	14	8	10	13	10	14
66004	177	157	181	205	202	139
4061	699	411	861	647	718	594
286122	60	133	105	72	64	43
105375795	4	14	24	9	14	5
4062	281	64	39	49	65	29
286128	599	687	783	861	912	787
2738	270	192	232	219	261	224
100507316	42	82	121	98	80	68
79943	1136	679	579	580	625	624
116447	246	253	327	251	237	351
78998	169	165	233	191	232	179
114822	1863	587	942	718	840	570
107986984	30	11	11	9	10	5
389692	35	0	4	10	7	12
23144	505	1145	1390	1411	1655	1256
79792	107	52	115	33	33	8
100310756	15	1	16	2	2	0
642475	94	37	84	58	72	54
93100	313	131	209	180	219	174
1936	10974	7807	9866	8540	10997	8297
84948	1179	691	607	679	701	599
65263	847	545	669	569	822	573
7264	401	839	1051	1028	1398	900
105375798	63	60	80	76	68	65
9831	769	2006	2077	2537	2478	1904
286075	344	222	209	207	199	166
286076	46	5	8	13	14	6
225689	945	340	539	285	356	144
286077	1398	414	842	653	521	368
100616318	84	9	10	19	10	16
100128338	164	80	201	198	165	57
105375800	18	1	7	11	2	3
23513	9818	2473	1412	1530	1485	1513
100126338	324	47	21	35	36	37
22827	2061	4447	4217	4362	5230	4148
107986985	141	194	182	173	258	176
340371	1505	1222	939	951	1065	896
83481	1394	134	161	139	98	37
5339	8266	3769	1458	1865	2446	2806
84875	472	104	93	99	98	81
2907	4026	3542	4733	4761	6075	4186
26873	229	132	237	198	163	189
54512	423	386	479	477	630	424
102465510	5	9	7	13	9	14
8733	1686	1600	1872	1699	2338	1677
1537	1560	1853	2374	2029	3094	1951
81858	958	853	1001	858	1142	761
84232	2464	2196	2849	2804	3383	2293
340390	208	124	183	113	119	87
51236	835	620	593	634	852	628
727957	641	368	196	256	296	209
23246	2284	990	887	931	1130	1107
642658	184	70	65	95	109	76
3297	1599	1807	2243	2224	2759	1939
8694	1442	735	1097	964	1148	851
102465511	16	17	29	24	35	28
83482	1425	661	297	352	405	166
340393	81	91	75	71	85	74
26233	562	394	476	307	509	353
79581	1466	777	888	736	947	645
203054	351	198	118	85	147	120
29894	4552	4403	4852	5057	5820	4814
100126351	21	74	84	105	104	93
51160	1024	1932	1925	2037	2732	1759
4796	2765	1445	1190	1309	1244	1408
100287098	313	167	151	125	168	132
50626	1788	864	1031	1013	1155	814
90990	902	212	106	136	117	83
8928	89	72	44	38	47	32
84988	1415	862	761	884	946	681
101928953	607	285	240	276	260	178
2875	152	45	34	23	41	32
113655	877	248	374	295	413	231
9401	1963	1204	1188	1251	1199	1359
9684	1114	1063	1095	1122	1373	1059
441381	529	287	293	314	332	258
414919	1896	767	642	694	784	577
80728	1957	1167	1071	1209	1439	1125
100996662	214	208	185	289	262	189
90987	1553	1455	1849	1892	2059	1475
107986986	96	114	55	93	77	102
105375805	11	28	10	20	19	12
80778	385	317	310	415	380	355
6132	13802	24673	37728	32828	42829	28999
340385	1075	552	588	583	555	557
100130027	956	453	485	544	417	434
7553	561	988	1117	1177	1310	1150
28991	667	624	622	684	765	557
58500	1458	1778	1928	2083	2179	1699
7564	217	577	763	770	830	607
286101	494	1819	2532	2495	2526	1822
286102	135	492	671	714	741	630
286103	25	41	51	47	58	30
65265	1686	3032	3308	3359	3879	2770
100287596	18	43	42	36	56	34
100287171	1541	1883	1800	2031	2026	1877
2298	20	23	12	13	27	13
55871	391	977	1207	1286	1343	969
105375942	68	122	133	142	110	146
105375943	0	5	1	10	3	14
81704	15	28	130	124	75	28
23189	657	928	1572	1858	1734	1083
105375947	6	4	13	21	15	10
107987042	14	8	21	30	30	21
58524	7	2	70	80	60	17
6595	353	936	420	1007	1117	1522
107987043	64	91	33	64	74	87
101930053	7	53	17	26	24	35
105375956	10	22	6	9	12	17
101930048	14	18	7	12	9	21
401491	30	71	25	21	37	24
7436	515	1458	578	860	957	916
105375957	3	33	26	33	23	27
169522	53	49	61	42	59	82
9933	477	1993	2461	2627	3020	2740
5991	2787	9931	9499	10906	9083	7496
101929302	50	171	108	71	77	84
169792	1098	1861	1110	929	988	583
84850	34	44	20	21	23	19
105375964	18	24	25	15	14	9
107986989	62	50	48	24	29	11
6505	21	61	113	126	92	37
55064	89	100	73	103	125	68
403313	242	454	615	705	728	559
101929351	4	23	49	57	51	27
55664	281	745	898	805	852	626
50808	1447	2604	3263	3326	3461	2548
10171	193	491	723	567	776	586
3717	253	732	729	899	978	954
107987044	5	8	19	16	12	9
6013	11	40	49	53	40	17
6019	6	27	27	23	22	6
55848	83	724	759	702	921	689
29126	4	24	23	8	20	23
80380	15	28	17	30	18	13
57589	917	2266	3405	3594	3482	3292
79956	392	764	1488	1668	1769	1700
158358	1693	3274	2960	3380	3766	2972
2315	71	86	84	58	78	90
100616288	145	32	34	28	41	19
26953	767	2321	2647	3120	3287	2318
115426	1739	3027	4028	4162	3910	3344
2731	1966	3598	5203	4153	4213	2550
23081	314	666	748	851	947	770
105375969	2	10	4	25	19	17
90871	1181	1501	2042	1807	2292	1666
105375971	1	8	13	8	10	21
5789	4424	18316	8609	11932	14376	16049
101929407	114	254	113	210	212	203
101929467	5	12	3	10	24	7
286343	69	133	58	112	123	55
107987047	0	9	15	13	4	2
8777	3511	10628	10395	11617	11583	11034
4781	1296	5194	1804	4592	5916	5263
340481	1384	4733	4626	4920	4599	4344
9350	10	53	21	120	159	131
158326	1539	9350	3237	4211	5102	6049
105375979	15	140	33	43	57	70
105375980	72	113	78	95	99	101
389705	22	36	9	20	19	14
105375981	22	42	49	48	47	44
158219	378	466	437	479	447	514
6619	2759	6154	6031	6904	6074	5731
11168	3227	11246	12951	14444	14535	12245
203238	413	1330	1565	1598	1608	1327
107987049	7	11	11	13	9	10
54796	101	228	673	1057	1648	2191
111216284	15	7	35	36	55	43
54875	1274	2793	2715	3103	2846	2797
107987051	10	41	42	15	17	21
6456	145	378	170	281	290	119
92949	201	284	28	61	121	154
107986990	66	88	2	8	4	11
105369293	31	29	3	3	2	4
158297	108	89	86	77	120	76
10670	668	1584	1567	1776	2228	1596
54801	1418	4370	5389	5103	5580	4885
677776	18	16	21	24	19	20
123	810	2011	2191	1939	2074	1281
55667	1549	3825	3775	4205	3883	3413
6194	18988	27864	41142	40024	51057	33941
340485	357	583	729	728	680	491
25769	18	101	36	49	65	176
4300	1002	2721	4112	3941	3632	1839
100616229	142	21	18	30	9	13
107987052	62	113	148	78	71	50
54914	2725	6015	8191	7495	7269	5541
101929548	55	37	33	19	42	34
574444	20	31	23	19	24	34
401494	577	963	994	1036	758	914
105375989	21	38	8	21	26	14
55958	1509	5322	4839	5528	6558	4719
554202	10	4	11	5	3	2
4507	1372	3319	4864	4798	4415	4543
1029	126	163	21	37	34	35
100048912	6	34	22	15	14	12
1030	32	112	251	212	165	94
63951	1039	2227	8365	8034	7046	2349
441389	82	187	401	408	496	235
107987054	24	35	95	91	65	46
101929563	178	294	293	267	222	150
1993	1111	3367	3255	3575	3255	1679
105375992	33	65	47	74	62	39
286319	276	160	271	349	444	320
105376000	19	23	16	17	8	20
79886	403	1012	1003	1114	1045	1008
9373	761	3072	3779	3693	4054	3269
80173	561	1479	1965	2073	1885	1636
101929602	4	11	14	4	9	6
64922	50	119	147	128	92	125
7010	407	814	2064	1537	1424	785
158035	67	67	88	68	53	53
54586	10	59	54	62	36	27
79817	1971	4119	3634	3696	3853	2565
105376001	44	349	190	213	156	164
56832	31	104	137	95	94	89
112268043	43	178	213	188	161	113
107987057	104	360	478	449	377	224
203228	755	2682	3580	3303	2980	1873
158038	406	1142	662	1216	1498	1106
105376004	45	242	140	259	243	246
105376003	68	139	97	188	147	182
48	1307	2709	3463	3566	3982	3130
23586	233	697	976	1072	926	634
10210	584	2371	2792	2682	3132	2434
100129250	223	245	209	285	259	235
4712	872	1217	1320	1257	1647	1084
138474	15	13	10	8	10	9
54840	711	1282	1763	1696	1709	1372
3301	8127	17040	17104	20192	23222	16289
55234	2396	4846	5841	6093	6442	5181
2683	640	1038	2115	1751	1613	931
101929639	54	32	57	40	34	22
573	3237	1966	2237	2228	2513	1697
51510	617	1757	2242	2464	2724	1879
4799	927	2511	2733	2947	3295	2486
105376018	3	43	39	44	47	26
364	10	9	10	15	9	16
360	13	30	13	12	17	19
65083	1283	1769	2083	1949	2650	1972
107987061	3	19	18	26	15	1
441394	39	29	47	37	44	22
441459	114	107	480	302	151	94
304	187	417	483	498	617	320
11191	57	315	272	355	350	236
101243555	23	106	120	111	119	66
246286	1	21	11	25	19	15
246285	4	59	44	68	89	48
101929688	14	18	26	27	30	8
5646	33	41	44	58	36	62
54926	11980	7276	8546	9299	10263	7817
55833	866	3115	4223	4308	5010	3883
101340252	2	10	10	19	7	11
100113379	4	10	2	11	3	6
25853	1875	2952	4497	4322	4704	3683
51271	1184	1845	2033	2197	2457	1980
114224	77	94	50	101	53	89
347240	702	2313	2720	2907	3074	2448
318	260	578	803	751	784	596
57462	637	759	775	1933	2208	1690
84688	176	224	85	146	161	176
203259	2642	2374	1276	1864	2232	1788
27019	146	179	169	182	189	128
375704	525	430	510	450	593	444
1271	3992	4603	2692	3415	4782	4639
415056	33	106	55	68	50	116
105376023	312	242	68	138	109	185
138716	290	302	437	384	366	283
11258	1086	1906	1796	2029	2370	1622
138715	67	48	135	49	72	54
10280	1553	1496	2403	2022	2503	1878
2592	310	629	810	774	967	710
3590	427	289	543	436	580	395
10850	5	8	25	18	24	7
730098	360	216	251	225	258	130
107987063	165	136	154	119	136	75
259308	20	24	24	17	18	13
23349	30	67	33	47	55	58
25822	961	1978	1214	1522	1754	1111
105376025	109	29	28	29	25	33
138724	262	205	121	171	134	167
7415	9010	17573	22594	22103	26229	21295
2189	1988	1994	3067	2396	2859	2330
84720	1473	1222	1631	1543	1798	1388
30968	2035	2914	4462	3989	4916	3561
80256	1082	1282	1504	1538	1455	894
10497	3501	5462	4714	4648	5044	3196
158381	17	16	22	14	18	7
9853	2051	1661	1444	2045	2072	1471
105376026	51	50	82	80	56	74
730112	56	66	120	87	78	44
7016	1417	1236	1378	1431	1841	1120
971	42	65	78	66	84	61
101926948	11	24	8	15	21	14
27240	27	29	46	41	45	13
6023	13878	126002	105524	113825	86114	85966
203260	200	353	377	355	505	306
84904	464	808	1324	1078	1206	1034
768	22	21	33	27	42	30
7169	7354	5465	4675	4158	5232	4550
7094	4143	6873	7758	9686	10801	10050
102465513	46	116	167	208	194	187
10488	1852	1575	1581	1632	2160	1452
57704	3141	2997	3940	3539	4321	2912
9827	2456	2364	1720	2072	2147	1762
692094	215	227	199	251	238	222
4882	908	1119	1367	1498	1702	1275
26206	94	150	182	236	259	184
84681	893	748	941	769	1060	745
392307	64	104	90	103	83	69
51754	2113	2465	2117	2688	2823	1971
646962	4	7	9	18	31	27
158376	1	5	5	19	29	10
8434	202	866	1468	1561	1576	1333
152007	875	1067	1283	973	1076	659
1211	6083	3960	5323	5081	6306	4409
10020	973	1637	2006	2274	2403	2031
102724322	73	166	162	216	170	249
152006	2023	5813	5169	5766	5654	4482
9833	947	4060	4897	4936	5487	4864
5079	682	2629	1178	2158	2846	4230
105376032	30	95	38	84	95	211
105376031	61	102	49	98	132	162
